Regulation,Language,Model,Question_No,Question_Text,FAISS 1st Ranked,FAISS 2nd Ranked,FAISS 3rd Ranked,FAISS Best Choice
EU_AI,Romanian,text-embedding-3-large,26,Care este dimensiunea internațională a abordării UE?,26,1,25,26
EU_AI,Romanian,text-embedding-3-small,1,De ce este necesar să se reglementeze utilizarea inteligenței artificiale?,1,3,16,1
EU_AI,Romanian,text-embedding-3-small,2,Cui i se va aplica Regulamentul privind IA?,17,2,11,2
EU_AI,Romanian,text-embedding-3-small,3,Care sunt categoriile de risc?,4,3,5,3
EU_AI,Romanian,text-embedding-3-small,4,Cum știu dacă un sistem de IA prezintă un grad ridicat de risc?,3,4,16,4
EU_AI,Romanian,text-embedding-3-small,5,"Exemple de cazuri de utilizare cu grad ridicat de risc, astfel cum sunt definite în anexa III",5,4,3,5
EU_AI,Romanian,text-embedding-3-small,6,Ce obligații au furnizorii de sisteme de IA care prezintă un grad ridicat de risc?,6,15,8,6
EU_AI,Romanian,text-embedding-3-small,7,Care ar fi rolul standardizării în Regulamentul privind IA?,11,18,23,11
EU_AI,Romanian,text-embedding-3-small,8,Cum sunt reglementate modelele de IA de uz general?,8,3,22,8
EU_AI,Romanian,text-embedding-3-small,9,De ce este 10^25 FLOP un prag adecvat pentru sistemele de IA de uz general cu riscuri sistemice?,8,3,16,8
EU_AI,Romanian,text-embedding-3-small,10,Care sunt obligațiile în ceea ce privește marcarea și etichetarea rezultatelor IA prevăzute în Regulamentul privind IA?,10,23,24,10
EU_AI,Romanian,text-embedding-3-small,11,Este Regulamentul privind IA adaptat exigențelor viitorului?,11,17,7,11
EU_AI,Romanian,text-embedding-3-small,12,Cum se reglementează identificarea biometrică în Regulamentul privind IA?,12,3,5,12
EU_AI,Romanian,text-embedding-3-small,13,De ce sunt necesare norme speciale pentru identificarea biometrică la distanță?,12,13,3,13
EU_AI,Romanian,text-embedding-3-small,14,Cum protejează normele drepturile fundamentale?,14,15,20,14
EU_AI,Romanian,text-embedding-3-small,15,Ce presupune evaluarea impactului asupra drepturilor fundamentale? Cine trebuie să efectueze o astfel de evaluare și când?,15,14,23,15
EU_AI,Romanian,text-embedding-3-small,16,Cum abordează regulamentul prejudecățile rasiale și de gen în domeniul IA?,16,14,3,16
EU_AI,Romanian,text-embedding-3-small,17,Când va fi pe deplin aplicabil Regulamentul privind IA?,17,7,25,17
EU_AI,Romanian,text-embedding-3-small,18,Cum se va asigura respectarea măsurilor propuse?,20,6,23,20
EU_AI,Romanian,text-embedding-3-small,19,De ce este necesar un comitet european pentru inteligența artificială și cu ce se va ocupa?,19,18,26,19
EU_AI,Romanian,text-embedding-3-small,20,Ce sancțiuni se aplică în cazul nerespectării normelor?,20,3,6,20
EU_AI,Romanian,text-embedding-3-small,21,Cum va fi redactat Codul de bune practici privind IA de uz general?,22,21,10,21
EU_AI,Romanian,text-embedding-3-small,22,"Dacă este aprobat, cum servește Codul de bune practici drept instrument central de conformitate pentru furnizorii de modele de IA de uz general ?",22,21,8,22
EU_AI,Romanian,text-embedding-3-small,23,Regulamentul privind IA conține dispoziții privind protecția mediului și sustenabilitatea?,23,11,3,23
EU_AI,Romanian,text-embedding-3-small,24,Cum pot noile norme să sprijine inovarea?,11,24,22,24
EU_AI,Romanian,text-embedding-3-small,25,Ce rol joacă Pactul privind IA în punerea în aplicare a Regulamentului privind IA?,18,25,19,25
EU_AI,Romanian,text-embedding-3-small,26,Care este dimensiunea internațională a abordării UE?,26,3,2,26
EU_AI,Romanian,text-embedding-ada-002,1,De ce este necesar să se reglementeze utilizarea inteligenței artificiale?,19,18,24,19
EU_AI,Romanian,text-embedding-ada-002,2,Cui i se va aplica Regulamentul privind IA?,17,11,2,2
EU_AI,Romanian,text-embedding-ada-002,3,Care sunt categoriile de risc?,4,3,3,3
EU_AI,Romanian,text-embedding-ada-002,4,Cum știu dacă un sistem de IA prezintă un grad ridicat de risc?,3,6,4,4
EU_AI,Romanian,text-embedding-ada-002,5,"Exemple de cazuri de utilizare cu grad ridicat de risc, astfel cum sunt definite în anexa III",5,3,4,5
EU_AI,Romanian,text-embedding-ada-002,6,Ce obligații au furnizorii de sisteme de IA care prezintă un grad ridicat de risc?,6,15,3,6
EU_AI,Romanian,text-embedding-ada-002,7,Care ar fi rolul standardizării în Regulamentul privind IA?,11,7,23,7
EU_AI,Romanian,text-embedding-ada-002,8,Cum sunt reglementate modelele de IA de uz general?,8,23,18,8
EU_AI,Romanian,text-embedding-ada-002,9,De ce este 10^25 FLOP un prag adecvat pentru sistemele de IA de uz general cu riscuri sistemice?,3,9,8,9
EU_AI,Romanian,text-embedding-ada-002,10,Care sunt obligațiile în ceea ce privește marcarea și etichetarea rezultatelor IA prevăzute în Regulamentul privind IA?,10,11,2,10
EU_AI,Romanian,text-embedding-ada-002,11,Este Regulamentul privind IA adaptat exigențelor viitorului?,11,3,17,11
EU_AI,Romanian,text-embedding-ada-002,12,Cum se reglementează identificarea biometrică în Regulamentul privind IA?,12,3,13,12
EU_AI,Romanian,text-embedding-ada-002,13,De ce sunt necesare norme speciale pentru identificarea biometrică la distanță?,12,13,3,13
EU_AI,Romanian,text-embedding-ada-002,14,Cum protejează normele drepturile fundamentale?,14,15,6,14
EU_AI,Romanian,text-embedding-ada-002,15,Ce presupune evaluarea impactului asupra drepturilor fundamentale? Cine trebuie să efectueze o astfel de evaluare și când?,15,14,23,15
EU_AI,Romanian,text-embedding-ada-002,16,Cum abordează regulamentul prejudecățile rasiale și de gen în domeniul IA?,14,3,1,14
EU_AI,Romanian,text-embedding-ada-002,17,Când va fi pe deplin aplicabil Regulamentul privind IA?,17,11,7,17
EU_AI,Romanian,text-embedding-ada-002,18,Cum se va asigura respectarea măsurilor propuse?,20,24,14,20
EU_AI,Romanian,text-embedding-ada-002,19,De ce este necesar un comitet european pentru inteligența artificială și cu ce se va ocupa?,19,18,26,19
EU_AI,Romanian,text-embedding-ada-002,20,Ce sancțiuni se aplică în cazul nerespectării normelor?,20,6,17,20
EU_AI,Romanian,text-embedding-ada-002,21,Cum va fi redactat Codul de bune practici privind IA de uz general?,21,22,23,21
EU_AI,Romanian,text-embedding-ada-002,22,"Dacă este aprobat, cum servește Codul de bune practici drept instrument central de conformitate pentru furnizorii de modele de IA de uz general ?",22,21,8,22
EU_AI,Romanian,text-embedding-ada-002,23,Regulamentul privind IA conține dispoziții privind protecția mediului și sustenabilitatea?,23,11,1,23
EU_AI,Romanian,text-embedding-ada-002,24,Cum pot noile norme să sprijine inovarea?,24,20,1,24
EU_AI,Romanian,text-embedding-ada-002,25,Ce rol joacă Pactul privind IA în punerea în aplicare a Regulamentului privind IA?,25,1,11,25
EU_AI,Romanian,text-embedding-ada-002,26,Care este dimensiunea internațională a abordării UE?,26,23,14,26
EU_Late_Payment,English,text-embedding-3-large,1,Why is the Commission proposing new rules to combat late payments in commercial transactions?,1,3,5,1
EU_Late_Payment,English,text-embedding-3-large,2,How are businesses and SMEs affected by late payments?,2,8,1,2
EU_Late_Payment,English,text-embedding-3-large,3,Why has the Commission decided to revise the current Late Payment Directive?,3,1,4,3
EU_Late_Payment,English,text-embedding-3-large,4,What are the key novelties of the Late Payment Regulation proposal compared to the existing Late Payment Directive?,4,5,6,4
EU_Late_Payment,English,text-embedding-3-large,5,How does the new Regulation change the legal payment limit terms?,5,4,6,5
EU_Late_Payment,English,text-embedding-3-large,6,What are the new rules on payments of interest and compensation fees by debtors?,6,4,7,6
EU_Late_Payment,English,text-embedding-3-large,7,How does the new Regulation improve enforcement of the rules?,7,4,6,7
EU_Late_Payment,English,text-embedding-3-large,8,How is this proposal expected to benefit businesses and SMEs in particular?,8,9,10,8
EU_Late_Payment,English,text-embedding-3-large,9,Does the proposal create new administrative burden for SMEs and public authorities? What about other costs?,9,8,4,9
EU_Late_Payment,English,text-embedding-3-large,10,How can skills and digitalisation improve payment performance according to this proposal?,10,8,4,10
EU_Late_Payment,English,text-embedding-3-large,11,What is the impact of the proposal on international competitiveness?,9,8,11,11
EU_Late_Payment,English,text-embedding-3-large,12,When will the new rules start to apply?,12,6,4,12
EU_Late_Payment,English,text-embedding-3-large,13,How will the implementation of the rules and progress be monitored?,13,7,12,13
EU_Late_Payment,English,text-embedding-3-small,1,Why is the Commission proposing new rules to combat late payments in commercial transactions?,1,3,8,1
EU_Late_Payment,English,text-embedding-3-small,2,How are businesses and SMEs affected by late payments?,2,8,1,2
EU_Late_Payment,English,text-embedding-3-small,3,Why has the Commission decided to revise the current Late Payment Directive?,3,1,4,3
EU_Late_Payment,English,text-embedding-3-small,4,What are the key novelties of the Late Payment Regulation proposal compared to the existing Late Payment Directive?,3,4,1,4
EU_Late_Payment,English,text-embedding-3-small,5,How does the new Regulation change the legal payment limit terms?,5,6,4,5
EU_Late_Payment,English,text-embedding-3-small,6,What are the new rules on payments of interest and compensation fees by debtors?,6,7,4,6
EU_Late_Payment,English,text-embedding-3-small,7,How does the new Regulation improve enforcement of the rules?,4,7,6,7
EU_Late_Payment,English,text-embedding-3-small,8,How is this proposal expected to benefit businesses and SMEs in particular?,8,10,9,8
EU_Late_Payment,English,text-embedding-3-small,9,Does the proposal create new administrative burden for SMEs and public authorities? What about other costs?,9,8,10,9
EU_Late_Payment,English,text-embedding-3-small,10,How can skills and digitalisation improve payment performance according to this proposal?,8,10,9,10
EU_Late_Payment,English,text-embedding-3-small,11,What is the impact of the proposal on international competitiveness?,9,4,1,9
EU_Late_Payment,English,text-embedding-3-small,12,When will the new rules start to apply?,12,6,5,12
EU_Late_Payment,English,text-embedding-3-small,13,How will the implementation of the rules and progress be monitored?,13,7,12,13
EU_Late_Payment,English,text-embedding-ada-002,1,Why is the Commission proposing new rules to combat late payments in commercial transactions?,1,3,7,1
EU_Late_Payment,English,text-embedding-ada-002,2,How are businesses and SMEs affected by late payments?,2,1,8,2
EU_Late_Payment,English,text-embedding-ada-002,3,Why has the Commission decided to revise the current Late Payment Directive?,3,1,4,3
EU_Late_Payment,English,text-embedding-ada-002,4,What are the key novelties of the Late Payment Regulation proposal compared to the existing Late Payment Directive?,4,3,7,4
EU_Late_Payment,English,text-embedding-ada-002,5,How does the new Regulation change the legal payment limit terms?,5,6,4,5
EU_Late_Payment,English,text-embedding-ada-002,6,What are the new rules on payments of interest and compensation fees by debtors?,6,7,9,6
EU_Late_Payment,English,text-embedding-ada-002,7,How does the new Regulation improve enforcement of the rules?,7,4,12,7
EU_Late_Payment,English,text-embedding-ada-002,8,How is this proposal expected to benefit businesses and SMEs in particular?,10,8,1,8
EU_Late_Payment,English,text-embedding-ada-002,9,Does the proposal create new administrative burden for SMEs and public authorities? What about other costs?,9,7,8,9
EU_Late_Payment,English,text-embedding-ada-002,10,How can skills and digitalisation improve payment performance according to this proposal?,10,8,1,10
EU_Late_Payment,English,text-embedding-ada-002,11,What is the impact of the proposal on international competitiveness?,9,8,4,9
EU_Late_Payment,English,text-embedding-ada-002,12,When will the new rules start to apply?,12,7,6,12
EU_Late_Payment,English,text-embedding-ada-002,13,How will the implementation of the rules and progress be monitored?,13,12,7,13
EU_Late_Payment,German,text-embedding-3-large,1,Warum schlägt die Kommission neue Vorschriften zur Bekämpfung von Zahlungsverzug im Geschäftsverkehr vor?,1,3,5,1
EU_Late_Payment,German,text-embedding-3-large,2,Wie sind Unternehmen und insbesondere KMU von Zahlungsverzug betroffen?,2,11,8,2
EU_Late_Payment,German,text-embedding-3-large,3,"Warum hat die Kommission beschlossen, die derzeitige Zahlungsverzugsrichtlinie zu überarbeiten?",3,1,6,3
EU_Late_Payment,German,text-embedding-3-large,4,Was sind die wichtigsten Neuerungen des Vorschlags für eine Verordnung über Zahlungsverzug im Vergleich zur geltenden Zahlungsverzugsrichtlinie?,6,4,5,4
EU_Late_Payment,German,text-embedding-3-large,5,Wie verändern sich durch die neue Verordnung die gesetzlichen Zahlungsfristen?,5,6,4,5
EU_Late_Payment,German,text-embedding-3-large,6,Welche neuen Vorschriften gelten für die Zahlung von Zinsen und Entschädigungsgebühren durch Schuldner?,6,11,7,6
EU_Late_Payment,German,text-embedding-3-large,7,Wie verbessert die neue Verordnung die Durchsetzung der Vorschriften?,4,7,6,7
EU_Late_Payment,German,text-embedding-3-large,8,Wie soll dieser Vorschlag Unternehmen und insbesondere KMU zugutekommen?,8,10,1,8
EU_Late_Payment,German,text-embedding-3-large,9,Führt der Vorschlag zu einem neuen Verwaltungsaufwand für KMU und Behörden? Wie sieht es mit sonstigen Kosten aus?,9,8,4,9
EU_Late_Payment,German,text-embedding-3-large,10,Wie können Kompetenzen und Digitalisierung das Zahlungsverhalten gemäß diesem Vorschlag verbessern?,10,8,4,10
EU_Late_Payment,German,text-embedding-3-large,11,Wie wirkt sich der Vorschlag auf die internationale Wettbewerbsfähigkeit aus?,9,8,4,9
EU_Late_Payment,German,text-embedding-3-large,12,Wann treten die neuen Vorschriften in Kraft?,12,6,5,12
EU_Late_Payment,German,text-embedding-3-large,13,Wie werden die Umsetzung der Vorschriften und die Fortschritte überwacht?,13,7,12,13
EU_Late_Payment,German,text-embedding-3-small,1,Warum schlägt die Kommission neue Vorschriften zur Bekämpfung von Zahlungsverzug im Geschäftsverkehr vor?,3,1,4,1
EU_Late_Payment,German,text-embedding-3-small,2,Wie sind Unternehmen und insbesondere KMU von Zahlungsverzug betroffen?,2,3,11,2
EU_Late_Payment,German,text-embedding-3-small,3,"Warum hat die Kommission beschlossen, die derzeitige Zahlungsverzugsrichtlinie zu überarbeiten?",3,1,5,3
EU_Late_Payment,German,text-embedding-3-small,4,Was sind die wichtigsten Neuerungen des Vorschlags für eine Verordnung über Zahlungsverzug im Vergleich zur geltenden Zahlungsverzugsrichtlinie?,3,6,7,3
EU_Late_Payment,German,text-embedding-3-small,5,Wie verändern sich durch die neue Verordnung die gesetzlichen Zahlungsfristen?,5,6,8,5
EU_Late_Payment,German,text-embedding-3-small,6,Welche neuen Vorschriften gelten für die Zahlung von Zinsen und Entschädigungsgebühren durch Schuldner?,6,7,5,6
EU_Late_Payment,German,text-embedding-3-small,7,Wie verbessert die neue Verordnung die Durchsetzung der Vorschriften?,12,6,4,12
EU_Late_Payment,German,text-embedding-3-small,8,Wie soll dieser Vorschlag Unternehmen und insbesondere KMU zugutekommen?,8,10,9,8
EU_Late_Payment,German,text-embedding-3-small,9,Führt der Vorschlag zu einem neuen Verwaltungsaufwand für KMU und Behörden? Wie sieht es mit sonstigen Kosten aus?,9,8,10,9
EU_Late_Payment,German,text-embedding-3-small,10,Wie können Kompetenzen und Digitalisierung das Zahlungsverhalten gemäß diesem Vorschlag verbessern?,10,8,3,10
EU_Late_Payment,German,text-embedding-3-small,11,Wie wirkt sich der Vorschlag auf die internationale Wettbewerbsfähigkeit aus?,9,4,5,9
EU_Late_Payment,German,text-embedding-3-small,12,Wann treten die neuen Vorschriften in Kraft?,12,5,6,12
EU_Late_Payment,German,text-embedding-3-small,13,Wie werden die Umsetzung der Vorschriften und die Fortschritte überwacht?,12,13,4,13
EU_Late_Payment,German,text-embedding-ada-002,1,Warum schlägt die Kommission neue Vorschriften zur Bekämpfung von Zahlungsverzug im Geschäftsverkehr vor?,1,3,7,1
EU_Late_Payment,German,text-embedding-ada-002,2,Wie sind Unternehmen und insbesondere KMU von Zahlungsverzug betroffen?,2,1,8,2
EU_Late_Payment,German,text-embedding-ada-002,3,"Warum hat die Kommission beschlossen, die derzeitige Zahlungsverzugsrichtlinie zu überarbeiten?",1,3,7,3
EU_Late_Payment,German,text-embedding-ada-002,4,Was sind die wichtigsten Neuerungen des Vorschlags für eine Verordnung über Zahlungsverzug im Vergleich zur geltenden Zahlungsverzugsrichtlinie?,7,3,1,7
EU_Late_Payment,German,text-embedding-ada-002,5,Wie verändern sich durch die neue Verordnung die gesetzlichen Zahlungsfristen?,5,6,13,5
EU_Late_Payment,German,text-embedding-ada-002,6,Welche neuen Vorschriften gelten für die Zahlung von Zinsen und Entschädigungsgebühren durch Schuldner?,6,7,9,6
EU_Late_Payment,German,text-embedding-ada-002,7,Wie verbessert die neue Verordnung die Durchsetzung der Vorschriften?,4,7,12,7
EU_Late_Payment,German,text-embedding-ada-002,8,Wie soll dieser Vorschlag Unternehmen und insbesondere KMU zugutekommen?,10,8,9,8
EU_Late_Payment,German,text-embedding-ada-002,9,Führt der Vorschlag zu einem neuen Verwaltungsaufwand für KMU und Behörden? Wie sieht es mit sonstigen Kosten aus?,9,10,8,9
EU_Late_Payment,German,text-embedding-ada-002,10,Wie können Kompetenzen und Digitalisierung das Zahlungsverhalten gemäß diesem Vorschlag verbessern?,10,8,9,10
EU_Late_Payment,German,text-embedding-ada-002,11,Wie wirkt sich der Vorschlag auf die internationale Wettbewerbsfähigkeit aus?,9,4,10,9
EU_Late_Payment,German,text-embedding-ada-002,12,Wann treten die neuen Vorschriften in Kraft?,12,13,7,12
EU_Late_Payment,German,text-embedding-ada-002,13,Wie werden die Umsetzung der Vorschriften und die Fortschritte überwacht?,13,12,7,13
EU_Late_Payment,Greek,text-embedding-3-large,1,Γιατί προτείνει η Επιτροπή νέους κανόνες για την καταπολέμηση των καθυστερήσεων πληρωμών στις εμπορικές συναλλαγές;,1,3,11,1
EU_Late_Payment,Greek,text-embedding-3-large,2,Πώς επηρεάζονται οι επιχειρήσεις και οι ΜΜΕ από τις καθυστερήσεις πληρωμών;,2,11,8,2
EU_Late_Payment,Greek,text-embedding-3-large,3,Γιατί αποφάσισε η Επιτροπή να αναθεωρήσει την ισχύουσα οδηγία για τις καθυστερήσεις πληρωμών;,3,1,5,3
EU_Late_Payment,Greek,text-embedding-3-large,4,Ποιες είναι οι βασικές καινοτομίες της πρότασης κανονισμού για τις καθυστερήσεις πληρωμών σε σύγκριση με την ισχύουσα οδηγία για τις καθυστερήσεις πληρωμών;,3,5,1,3
EU_Late_Payment,Greek,text-embedding-3-large,5,Πώς αλλάζει ο νέος κανονισμός τις νόμιμες προθεσμίες πληρωμής;,6,5,7,5
EU_Late_Payment,Greek,text-embedding-3-large,6,Ποιοι είναι οι νέοι κανόνες για τις πληρωμές τόκων και τελών αποζημίωσης από τους οφειλέτες;,6,7,4,6
EU_Late_Payment,Greek,text-embedding-3-large,7,Πώς βελτιώνει ο νέος κανονισμός την επιβολή των κανόνων;,7,6,4,7
EU_Late_Payment,Greek,text-embedding-3-large,8,Πώς αναμένεται να ωφελήσει η παρούσα πρόταση τις επιχειρήσεις και ιδίως τις ΜΜΕ;,8,10,9,8
EU_Late_Payment,Greek,text-embedding-3-large,9,Μήπως η πρόταση δημιουργεί νέες διοικητικές επιβαρύνσεις για τις ΜΜΕ και τις δημόσιες αρχές; Μήπως συνεπάγεται άλλες δαπάνες;,9,8,10,9
EU_Late_Payment,Greek,text-embedding-3-large,10,Πώς μπορούν οι δεξιότητες και η ψηφιοποίηση να βελτιώσουν τις επιδόσεις ως προς τις πληρωμές σύμφωνα μ' αυτή την πρόταση;,8,10,2,10
EU_Late_Payment,Greek,text-embedding-3-large,11,Ποιος είναι ο αντίκτυπος της πρότασης στη διεθνή ανταγωνιστικότητα;,8,2,9,8
EU_Late_Payment,Greek,text-embedding-3-large,12,Πότε θα αρχίσουν να εφαρμόζονται οι νέοι κανόνες;,12,6,1,12
EU_Late_Payment,Greek,text-embedding-3-large,13,Πώς θα παρακολουθείται η εφαρμογή των κανόνων και η πρόοδος;,13,12,7,13
EU_Late_Payment,Greek,text-embedding-3-small,1,Γιατί προτείνει η Επιτροπή νέους κανόνες για την καταπολέμηση των καθυστερήσεων πληρωμών στις εμπορικές συναλλαγές;,1,3,4,1
EU_Late_Payment,Greek,text-embedding-3-small,2,Πώς επηρεάζονται οι επιχειρήσεις και οι ΜΜΕ από τις καθυστερήσεις πληρωμών;,8,2,3,2
EU_Late_Payment,Greek,text-embedding-3-small,3,Γιατί αποφάσισε η Επιτροπή να αναθεωρήσει την ισχύουσα οδηγία για τις καθυστερήσεις πληρωμών;,3,1,4,3
EU_Late_Payment,Greek,text-embedding-3-small,4,Ποιες είναι οι βασικές καινοτομίες της πρότασης κανονισμού για τις καθυστερήσεις πληρωμών σε σύγκριση με την ισχύουσα οδηγία για τις καθυστερήσεις πληρωμών;,3,4,5,4
EU_Late_Payment,Greek,text-embedding-3-small,5,Πώς αλλάζει ο νέος κανονισμός τις νόμιμες προθεσμίες πληρωμής;,5,6,8,5
EU_Late_Payment,Greek,text-embedding-3-small,6,Ποιοι είναι οι νέοι κανόνες για τις πληρωμές τόκων και τελών αποζημίωσης από τους οφειλέτες;,6,7,5,6
EU_Late_Payment,Greek,text-embedding-3-small,7,Πώς βελτιώνει ο νέος κανονισμός την επιβολή των κανόνων;,12,4,5,12
EU_Late_Payment,Greek,text-embedding-3-small,8,Πώς αναμένεται να ωφελήσει η παρούσα πρόταση τις επιχειρήσεις και ιδίως τις ΜΜΕ;,8,10,2,8
EU_Late_Payment,Greek,text-embedding-3-small,9,Μήπως η πρόταση δημιουργεί νέες διοικητικές επιβαρύνσεις για τις ΜΜΕ και τις δημόσιες αρχές; Μήπως συνεπάγεται άλλες δαπάνες;,9,2,8,9
EU_Late_Payment,Greek,text-embedding-3-small,10,Πώς μπορούν οι δεξιότητες και η ψηφιοποίηση να βελτιώσουν τις επιδόσεις ως προς τις πληρωμές σύμφωνα μ' αυτή την πρόταση;,10,4,7,10
EU_Late_Payment,Greek,text-embedding-3-small,11,Ποιος είναι ο αντίκτυπος της πρότασης στη διεθνή ανταγωνιστικότητα;,4,10,7,4
EU_Late_Payment,Greek,text-embedding-3-small,12,Πότε θα αρχίσουν να εφαρμόζονται οι νέοι κανόνες;,12,5,3,12
EU_Late_Payment,Greek,text-embedding-3-small,13,Πώς θα παρακολουθείται η εφαρμογή των κανόνων και η πρόοδος;,12,4,7,12
EU_Late_Payment,Greek,text-embedding-ada-002,1,Γιατί προτείνει η Επιτροπή νέους κανόνες για την καταπολέμηση των καθυστερήσεων πληρωμών στις εμπορικές συναλλαγές;,1,4,7,1
EU_Late_Payment,Greek,text-embedding-ada-002,2,Πώς επηρεάζονται οι επιχειρήσεις και οι ΜΜΕ από τις καθυστερήσεις πληρωμών;,2,8,10,2
EU_Late_Payment,Greek,text-embedding-ada-002,3,Γιατί αποφάσισε η Επιτροπή να αναθεωρήσει την ισχύουσα οδηγία για τις καθυστερήσεις πληρωμών;,4,1,3,3
EU_Late_Payment,Greek,text-embedding-ada-002,4,Ποιες είναι οι βασικές καινοτομίες της πρότασης κανονισμού για τις καθυστερήσεις πληρωμών σε σύγκριση με την ισχύουσα οδηγία για τις καθυστερήσεις πληρωμών;,7,6,1,7
EU_Late_Payment,Greek,text-embedding-ada-002,5,Πώς αλλάζει ο νέος κανονισμός τις νόμιμες προθεσμίες πληρωμής;,6,9,7,6
EU_Late_Payment,Greek,text-embedding-ada-002,6,Ποιοι είναι οι νέοι κανόνες για τις πληρωμές τόκων και τελών αποζημίωσης από τους οφειλέτες;,6,7,12,6
EU_Late_Payment,Greek,text-embedding-ada-002,7,Πώς βελτιώνει ο νέος κανονισμός την επιβολή των κανόνων;,6,7,12,7
EU_Late_Payment,Greek,text-embedding-ada-002,8,Πώς αναμένεται να ωφελήσει η παρούσα πρόταση τις επιχειρήσεις και ιδίως τις ΜΜΕ;,10,8,1,8
EU_Late_Payment,Greek,text-embedding-ada-002,9,Μήπως η πρόταση δημιουργεί νέες διοικητικές επιβαρύνσεις για τις ΜΜΕ και τις δημόσιες αρχές; Μήπως συνεπάγεται άλλες δαπάνες;,9,10,7,9
EU_Late_Payment,Greek,text-embedding-ada-002,10,Πώς μπορούν οι δεξιότητες και η ψηφιοποίηση να βελτιώσουν τις επιδόσεις ως προς τις πληρωμές σύμφωνα μ' αυτή την πρόταση;,10,9,7,10
EU_Late_Payment,Greek,text-embedding-ada-002,11,Ποιος είναι ο αντίκτυπος της πρότασης στη διεθνή ανταγωνιστικότητα;,9,4,7,9
EU_Late_Payment,Greek,text-embedding-ada-002,12,Πότε θα αρχίσουν να εφαρμόζονται οι νέοι κανόνες;,12,13,6,12
EU_Late_Payment,Greek,text-embedding-ada-002,13,Πώς θα παρακολουθείται η εφαρμογή των κανόνων και η πρόοδος;,13,12,7,13
EU_Late_Payment,Hungarian,text-embedding-3-large,1,Miért javasol a Bizottság új szabályokat a kereskedelmi ügyletekhez kapcsolódó késedelmes fizetések leküzdésére?,1,3,5,1
EU_Late_Payment,Hungarian,text-embedding-3-large,2,Hogyan érintik a késedelmes fizetések a vállalkozásokat és különösen a kkv-kat?,2,11,8,2
EU_Late_Payment,Hungarian,text-embedding-3-large,3,"Miért döntött úgy a Bizottság, hogy felülvizsgálja a késedelmes fizetésekről szóló jelenlegi irányelvet?",3,1,7,3
EU_Late_Payment,Hungarian,text-embedding-3-large,4,Melyek a késedelmes fizetésekről szóló rendeletre irányuló javaslat legfontosabb újdonságai a késedelmes fizetésekről szóló hatályos irányelvhez képest?,7,6,4,4
EU_Late_Payment,Hungarian,text-embedding-3-large,5,Hogyan módosítja az új rendelet a törvényes fizetési határidőket?,5,7,6,5
EU_Late_Payment,Hungarian,text-embedding-3-large,6,Melyek az adósok által fizetendő kamatokra és kártérítési díjakra vonatkozó új szabályok?,6,7,4,6
EU_Late_Payment,Hungarian,text-embedding-3-large,7,Hogyan javítja az új rendelet a szabályok végrehajtását?,4,7,6,7
EU_Late_Payment,Hungarian,text-embedding-3-large,8,Várhatóan milyen előnyökkel jár ez a javaslat a vállalkozások és különösen a kkv-k számára?,8,9,4,8
EU_Late_Payment,Hungarian,text-embedding-3-large,9,A javaslat ró-e új adminisztratív terhet a kkv-kra és a hatóságokra? Mi a helyzet az egyéb költségekkel?,9,8,4,9
EU_Late_Payment,Hungarian,text-embedding-3-large,10,Hogyan javíthatják a készségek és a digitalizáció a fizetési teljesítményt e javaslat szerint?,10,8,13,10
EU_Late_Payment,Hungarian,text-embedding-3-large,11,Milyen hatással van a javaslat a nemzetközi versenyképességre?,4,9,8,4
EU_Late_Payment,Hungarian,text-embedding-3-large,12,Mikortól kell alkalmazni az új szabályokat?,12,6,7,12
EU_Late_Payment,Hungarian,text-embedding-3-large,13,Hogyan fogják nyomon követni a szabályok végrehajtását és az előrehaladást?,13,7,4,13
EU_Late_Payment,Hungarian,text-embedding-3-small,1,Miért javasol a Bizottság új szabályokat a kereskedelmi ügyletekhez kapcsolódó késedelmes fizetések leküzdésére?,1,3,5,1
EU_Late_Payment,Hungarian,text-embedding-3-small,2,Hogyan érintik a késedelmes fizetések a vállalkozásokat és különösen a kkv-kat?,2,1,8,2
EU_Late_Payment,Hungarian,text-embedding-3-small,3,"Miért döntött úgy a Bizottság, hogy felülvizsgálja a késedelmes fizetésekről szóló jelenlegi irányelvet?",3,1,4,3
EU_Late_Payment,Hungarian,text-embedding-3-small,4,Melyek a késedelmes fizetésekről szóló rendeletre irányuló javaslat legfontosabb újdonságai a késedelmes fizetésekről szóló hatályos irányelvhez képest?,3,1,8,3
EU_Late_Payment,Hungarian,text-embedding-3-small,5,Hogyan módosítja az új rendelet a törvényes fizetési határidőket?,6,7,5,5
EU_Late_Payment,Hungarian,text-embedding-3-small,6,Melyek az adósok által fizetendő kamatokra és kártérítési díjakra vonatkozó új szabályok?,6,9,7,6
EU_Late_Payment,Hungarian,text-embedding-3-small,7,Hogyan javítja az új rendelet a szabályok végrehajtását?,12,7,4,7
EU_Late_Payment,Hungarian,text-embedding-3-small,8,Várhatóan milyen előnyökkel jár ez a javaslat a vállalkozások és különösen a kkv-k számára?,8,1,10,8
EU_Late_Payment,Hungarian,text-embedding-3-small,9,A javaslat ró-e új adminisztratív terhet a kkv-kra és a hatóságokra? Mi a helyzet az egyéb költségekkel?,9,7,8,9
